,name,link,comments,Tomato Type,Breed,Season,Leaf Type,Plant Type,Plant Height,Fruit Size,Fruit Shape,Skin Color,Flesh Color,Taste,Comments,Origin,History,Usage,Availability,Disease Resistance,Flaws
1736,Marzinera,https://njaes.rutgers.edu/tomato-varieties/variety.php?Marzinera,,,Open Pollinated,Mid,,Indeterminate,5 ft.,3 oz.,Plum,Red,Red,,A cross betweeen 'San Marzano' and 'Cream Sauage'.,,,,,,
1737,Ten Fingers of Naples,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ten+Fingers+of+Naples,,,Open Pollinated,Mid,,Determinate,5 ft.,3 oz.,Plum,Red,Red,,Fruit produced in long trusses with a finger-like appearance.,,From Naples Italy.,,,,
1738,Ukrainian Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ukrainian+Purple,,,Open Pollinated,Late,,Indeterminate,6 ft.,6 oz.,Plum,Purple,Purple,,Fruit 3 to 4 inches.,,,,,,
1739,Daytona (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Daytona+(1),,Garden,Hybrid,Mid,Normal,Determinate,3 ft.,4 oz.,Plum,Red,Red,Tomato Flavor,VFT.,,,,,,
1740,Garden Gem,https://njaes.rutgers.edu/tomato-varieties/variety.php?Garden+Gem,,Garden,Hybrid,Mid,Normal,Semi-Determinate,4 ft.,2 oz.,Plum,Red,Red,Tomato Flavor,Developed by U. of Fla for flavor.,USA,,,,,
1741,Sunrise Sauce,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sunrise+Sauce,,Garden,Hybrid,Early,Normal,Determinate,3 ft.,3 oz.,Plum,Orange,Orange,Tomato Flavor,Compact plants.,,,,,,
1742,Andiamo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Andiamo,,Heirloom,Open Pollinated,Very Early,Normal,Indeterminate,5 ft.,6 oz.,Plum,Red,Red,,Fruit elongated San Marzano type.,Italy,,,,,
1743,Blue Beech,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blue+Beech,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6 ft.,10 oz.,Plum,Red,Red,,Well adapted to cold climates.,Italy,,,,,
1744,Hybrid 46,https://njaes.rutgers.edu/tomato-varieties/variety.php?Hybrid+46,,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,6 oz.,Plum,Red,Red,,"Good for paste, sauce. VFFT.",,,,,,
1745,Orange Icicle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Icicle,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7 ft.,6 oz.,Plum,Orange,Orange,,Citrus overtones.,Ukraine,,,,,
1746,Red Plum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Plum,,Garden,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,1 oz.,Plum,Red,Red,,Large harvest of small plum shaped fruit,,,,,,
1747,Zenzei,https://njaes.rutgers.edu/tomato-varieties/variety.php?Zenzei,,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,5 oz.,Plum,Red,Red,,2023 AAS winner,,,,,,
1748,Vivacious,https://njaes.rutgers.edu/tomato-varieties/variety.php?Vivacious,,Garden,Hybrid,Mid,Normal,Indeterminate,5 ft.,4 oz.,Plum,Orange,Orange,,Balanced flavor and high level of beta-carotene,,,,,,
1749,Cabo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cabo,,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,4 oz.,Plum,Red,Red,,Flavorful and prolific,,,,,,
1750,Cedro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cedro,,Garden,Hybrid,Mid,Normal,Indeterminate,7 ft.,6 oz.,Plum,Red,Red,,"Heat tolerant, F",,,,,,
1751,Sweet Golden Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Golden+Roma,,Garden,Hybrid,Mid,Normal,Determinate,4 ft.,4 oz.,Plum,Yellow,Yellow,,"Productive and tasty, VF",,,,,,
1752,Shelby,https://njaes.rutgers.edu/tomato-varieties/variety.php?Shelby,,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,5 oz.,Plum,Red,Red,,"Classic plum shape, high yield and firm",,,,,,
1753,Cipolla's Pride,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cipolla's+Pride,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6 ft.,13 oz.,Plum,Red,Red,,Flavorful and meaty paste tomatoes,Sicily,,,,,
1754,Black Zebra,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Zebra,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,4 oz.,Round,Black,Black,,Cross between a black variey and 'Green Zebra'.,,,,,,
1755,Aunt Gertie's Gold,https://njaes.rutgers.edu/tomato-varieties/variety.php?Aunt+Gertie's+Gold,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6 ft.,16 oz.,Round,Yellow,Yellow,,Fruity sweet flavor?,,,Fresh,Commercial,,
1756,Homestead,https://njaes.rutgers.edu/tomato-varieties/variety.php?Homestead,,Heirloom,Open Pollinated,Late,Narrow,Semi-Determinate,4 ft.,8 oz.,Round,Red,Red,,,USA,Developed in 1950's for Florida growers.,,,,
1757,Dorothy's Green,https://njaes.rutgers.edu/tomato-varieties/variety.php?Dorothy's+Green,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6 ft.,8 oz.,Round,Green,Green,,Ripens with an orange blush.,,,,,,
1758,Russian Rose,https://njaes.rutgers.edu/tomato-varieties/variety.php?Russian+Rose,,,Open Pollinated,Mid,Narrow,Indeterminate,6 ft.,12 oz.,Round,Rose,Rose,,A Russian heirloom.,,,,,,
1759,Tiger Like,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiger+Like,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,3 oz.,Round,Bi-color,Bi-color,,Red skin with yellow green stripes.,,,,,,
1760,Arkansas Traveler,https://njaes.rutgers.edu/tomato-varieties/variety.php?Arkansas+Traveler,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5 ft.,6 oz.,Round,Red,Red,,,USA,Bred by U. of Arkansas in 1968.,,Commercial,,
1761,Black Prince,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Prince,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6 ft.,6 oz.,Round,Black,Black,,,,,,,,
1762,Bloody Butcher,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bloody+Butcher,,Specialty,Open Pollinated,Mid,Potato,Indeterminate,5 ft.,8 oz.,Round,Red,Red,,,,,,,,
1763,Bulgarian #7,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+#7,No information; ,,,,,,,,,,,,,,,,,,
1764,Bulgarian Triumph,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+Triumph,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6 ft.,3 oz.,Round,Red,Red,,Fruit in clusters.,Bulgaria,,,,,
1765,Caro Rich,https://njaes.rutgers.edu/tomato-varieties/variety.php?Caro+Rich,,Heirloom,Open Pollinated,Mid,Narrow,Determinate,4 ft.,8 oz.,Round,Orange,Orange,,Very high in beta-carotene.,,,Fresh,Commercial,,
1766,Pink Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Peach,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,8 ft.,2 oz.,Round,Pink,Pink,,Unique fuzzy fruit.  Tends to be soft when ripe.  Sweet tomato flavor.,,Donated by a local farmer.,Fresh,Seed Exchange,,
1767,Eva Purple Ball,https://njaes.rutgers.edu/tomato-varieties/variety.php?Eva+Purple+Ball,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,8 oz.,Round,Deep Pink,Deep Pink,,Very few blemishes on fruit.,Germany,Said to be from Black Forest.,Fresh,Commercial,,
1768,Garden Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Garden+Peach,,Heirloom,Open Pollinated,Late,Fuzzy,Indeterminate,6 ft.,2 oz.,Round,Yellow,White,,Interesting fuzzy leaves and fruit.  Fruity flavor.,,,,Commercial,,
1769,Green Zebra,https://njaes.rutgers.edu/tomato-varieties/variety.php?Green+Zebra,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,5 ft.,2-4 oz.,Round,Green,Green,,Very productive.  Few blemishes.  Recommended to market farmers.,,,Fresh,"Seed Exchange, Commercial",,
1770,Mr. Stripey,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mr.+Stripey,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,14 oz.,Round,Bi-color,Yellow,,Tangy flavor?,England,,,,,
1771,Pruden's Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pruden's+Purple,,,,Mid,Potato,Indeterminate,7 ft.,10 - 16 oz.,Round,Deep Pink,,,Like Brandywine but earlier.,,,,,,
1772,St. Pierre,https://njaes.rutgers.edu/tomato-varieties/variety.php?St.+Pierre,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,3 ft.,8 oz.,Round,Red,Red,,Deep red.,Italy,,,,,
1773,Sioux,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sioux,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,4 ft.,8 oz.,Round,Red,,,,,Released by U. of Nebraska in 1944.,,,,
1774,Yellow Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Peach,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,7 ft.,2 oz.,Round,Yellow,Yellow,,,,,,,,
1775,Early Girl,https://njaes.rutgers.edu/tomato-varieties/variety.php?Early+Girl,,Garden,Hybrid,Early,Narrow,Indeterminate,6 ft.,4 oz.,Round,Red,Red,,Early favorite of many gardeners.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",
1776,Jaune Flamme,https://njaes.rutgers.edu/tomato-varieties/variety.php?Jaune+Flamme,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5 ft.,3 oz.,Round,Orange,Orange,Fruity,Fruity floral flavor.,France,,Fresh,"Seed Exchange, Commercial",,
1777,Lemon Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lemon+Boy,,Commercial,Hybrid,Late,Normal,Indeterminate,5 ft.,6-7 oz.,Round,Yellow,Yellow,Mild,Mild Sweet yet tangy?  A very popular yellow variety.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes",
1778,Momotaro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Momotaro,,Garden,Hybrid,Late,Narrow,Indeterminate,5 ft.,6 oz.,Round,Pink,Pink,,Sweet flavor.  Popular in Japan.,Japan,,,,,
1779,Nyagous,https://njaes.rutgers.edu/tomato-varieties/variety.php?Nyagous,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,6 oz.,Round,Black,Black,,Fruit borne in clusters.,,,,,,
1780,Red Zebra,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Zebra,,Specialty,Open Pollinated,Early,Narrow,Indeterminate,6 ft.,4 oz.,Round,Bi-color,Bi-color,,Sweet flavor? Red fruit with gold stripes.,,,Fresh,Seed Exchange,,
1781,Tiger Tom,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiger+Tom,,Heirloom,Open Pollinated,Early,Narrow,Indeterminate,,3 oz.,Round,Bi-color,Red,Acid,Tart acid flavor.  Compact plants?,,From Ben Quisenberry.,Fresh,"Seed Exchange, Commercial",,
1782,Big Tiger,https://njaes.rutgers.edu/tomato-varieties/variety.php?Big+Tiger,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,7 ft.,12 oz.,Round,Bi-color,Red,,,USA,,Fresh,Seed Exchange,,
1783,Clear Pink Early,https://njaes.rutgers.edu/tomato-varieties/variety.php?Clear+Pink+Early,,Heirloom,Open Pollinated,Early,Narrow,Determinate,4 ft.,6 oz.,Round,Deep Pink,Deep Pink,,Sweet yet tangy.,Russia,,Fresh,Commercial,,
1784,Dona,https://njaes.rutgers.edu/tomato-varieties/variety.php?Dona,,Garden,Hybrid,Early,Narrow,,6 ft.,8 oz.,Round,Red,Red,,Good acid/sugar ratio?,France,,Fresh,Commercial,,
1785,Prairie Fire,https://njaes.rutgers.edu/tomato-varieties/variety.php?Prairie+Fire,,Specialty,Open Pollinated,Very Early,Narrow,Determinate,2 ft.,4 oz.,Round,Red,Red,,Compact plants.  Flavor is tangy yet balanced with sweetness?,,The result of a cross between Sub Arctic and a beefsteak tomato.,,,,
1786,Glacier,https://njaes.rutgers.edu/tomato-varieties/variety.php?Glacier,,Specialty,Open Pollinated,Very Early,Potato,Semi-Determinate,4 ft.,3 oz.,Round,Red,Red,,Sets fruit even in cold weather.,,,Fresh,Commercial,,
1787,Taxi,https://njaes.rutgers.edu/tomato-varieties/variety.php?Taxi,,Commercial,Open Pollinated,Early,Normal,Determinate,2 ft.,5 oz.,Round,Yellow,Yellow,,Very few blemishes.  Concentrated set.  Sweet flavored?,,,Fresh,Commercial,,
1788,Husky Gold,https://njaes.rutgers.edu/tomato-varieties/variety.php?Husky+Gold,,Garden,Hybrid,Early,Narrow,Indeterminate Short Nodes,4 ft.,6 oz.,Round,Golden,Golden,,1993 All-American Selection.  Very compact plants.,USA,,Fresh,Commercial,,
1789,Campbell's 1327,https://njaes.rutgers.edu/tomato-varieties/variety.php?Campbell's+1327,,Heirloom,Open Pollinated,Early,Narrow,Determinate,4 ft.,10 oz.,Round,Red,Red,,Some tolerance to cracking.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Alternaria Stem Canker",
1790,Matina,https://njaes.rutgers.edu/tomato-varieties/variety.php?Matina,,Heirloom,Open Pollinated,Very Early,Potato,Indeterminate,6 ft.,4 oz.,Round,Red,Red,,Intense flavor for a smaller variety?,Germany,,Fresh,Commercial,,
1791,Believe It Or Not,https://njaes.rutgers.edu/tomato-varieties/variety.php?Believe+It+Or+Not,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,16 oz.,Round,Red,,,Sweet juicy tomato flavor?,,,,Commercial,,
1792,Cabernet,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cabernet,,,Hybrid,Mid,Narrow,Indeterminate,6 ft.,10 oz.,Round,Red,Red,,"Rich, sweet flavor?",,,,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Alternaria Stem Canker, Tobbacco Mosaic Virus",
1793,Country Taste,https://njaes.rutgers.edu/tomato-varieties/variety.php?Country+Taste,,,Hybrid,,Narrow,Indeterminate,,1 lb.,Round,Red,,,,,,,,,
1794,Fireworks (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Fireworks+(1),,,Open Pollinated,Early,Normal,Indeterminate,6 ft.,6 oz.,Round,Red,Red,,Fruit with pointed tip.,,,,,,
1795,Green Giant,https://njaes.rutgers.edu/tomato-varieties/variety.php?Green+Giant,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,5 ft.,16 oz.,Round,Green,Green,,Complex sweet spicy flavor?,,,,,,
1796,High Carotene,https://njaes.rutgers.edu/tomato-varieties/variety.php?High+Carotene,,,Open Pollinated,Mid,Narrow,Indeterminate,5 ft.,3 oz.,Round,Red,,,2-3 times more beta carotene than others.,,,,,,
1797,Honey Hybrid,https://njaes.rutgers.edu/tomato-varieties/variety.php?Honey+Hybrid,,,Hybrid,Mid,Narrow,Indeterminate,5 ft.,8 oz.,Round,Deep Pink,,Sweet,"Sweet, rich flavor?",,,,,,
1798,Kimberly,https://njaes.rutgers.edu/tomato-varieties/variety.php?Kimberly,,Garden,Open Pollinated,Very Early,Potato,Indeterminate,4 ft.,2 oz.,Round,Red,Red,,Sugar & acid balance? Compact.,,,,,,
1799,Moonglow,https://njaes.rutgers.edu/tomato-varieties/variety.php?Moonglow,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5 ft.,6 oz.,Round,Orange,Orange,,,,,,,,
1800,New Big Dwarf,https://njaes.rutgers.edu/tomato-varieties/variety.php?New+Big+Dwarf,,,Open Pollinated,Mid,Narrow,Indeterminate Short Nodes,2 ft.,10 oz.,Round,Deep Pink,,,Good patio variety.,,,,,,
1801,Oroshan,https://njaes.rutgers.edu/tomato-varieties/variety.php?Oroshan,,,,Mid,Narrow,Determinate,3 ft.,4 oz.,Round,Red,,,,,,,,,
1802,Pink Stuffer,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Stuffer,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,10 oz.,Round,Pink,Pink,,Stuffing type.,,,,,,
1803,Red Cup,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Cup,,Specialty,Open Pollinated,Mid,Narrow,Indeterminate,6 ft.,8 oz.,Round,Red,Red,,Stuffing tomato.,,,,,,
1804,Royesta,https://njaes.rutgers.edu/tomato-varieties/variety.php?Royesta,,,Hybrid,Mid,Narrow,Indeterminate,6 ft.,6-8 oz.,Round,Red,,,Ribbed fruit.,,European variety.,,,"Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Tobbacco Mosaic Virus",
1805,Tangerine Mama,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tangerine+Mama,,,Hybrid,Mid,Narrow,Indeterminate,5 ft.,3 - 4 oz.,Round,Orange,,,,,,,,,
1806,Tolstoi,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tolstoi,,,Hybrid,Mid,Narrow,Indeterminate,6 ft.,3 oz.,Round,Red,,,,,From India.,,,,
1807,Torbay,https://njaes.rutgers.edu/tomato-varieties/variety.php?Torbay,,,Hybrid,Mid,Narrow,Determinate,4 ft.,8 oz.,Round,Pink,Pink,,,,,,,,
1808,Yellow Magic,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Magic,,,,Late,Narrow,Indeterminate,5 ft.,8 oz.,Round,Yellow,,,Stuffing tomato.,,,,,,
1809,Red Rocket,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Rocket,,Specialty,Open Pollinated,Very Early,Narrow,Determinate,4 ft.,8-10 oz.,Round,Red,Red,,"Good blend of sugar & acid?, compact plant.",,,,,,
1810,Legend,https://njaes.rutgers.edu/tomato-varieties/variety.php?Legend,,,Hybrid,Early,Narrow,Determinate,4 ft.,8 oz.,Round,Red,Red,,Disease resistant to late blight fungus.,,"Developed by Dr. Baggett, Oregon State U.",,,,
1811,506 Bush,https://njaes.rutgers.edu/tomato-varieties/variety.php?506+Bush,,Heirloom,Open Pollinated,Early,Narrow,Determinate,2 ft.,6 oz.,Round,Red,Red,Mild,Mild flavor hint of sweetness.  Very compact plants.,,,,,,
1812,Bella Rosa,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bella+Rosa,,Garden,Hybrid,Mid,Normal,Determinate,4 ft.,10 oz.,Round,Red,Red,,Heat tolerant-resistant to spotted wilt virus.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Alternaria Stem Canker",
1813,First Prize,https://njaes.rutgers.edu/tomato-varieties/variety.php?First+Prize,,Garden,Hybrid,Early,Narrow,Indeterminate,5 ft.,10-12 oz.,Round,Red,Red,,Exclusive release of Tomato Growers Supply Co.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Tobbacco Mosaic Virus",
1814,Bradley,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bradley,,,,Late,Narrow,Determinate,4 ft.,8 oz.,Round,Red,,Tomato Flavor,Old-fashioned tomato flavor?  Popular in southern states.,,,,,,
1815,Sweet Cluster,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Cluster,,Garden,Hybrid,Early,Narrow,Indeterminate,8 ft.,4 oz.,Round,Red,Red,Sweet,"Unique cluster variety similar to what can be found in supermarkets, sweet?",,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes, Tobbacco Mosaic Virus",
1816,Orange Blossom,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Blossom,,,Hybrid,Early,Narrow,Determinate,3 ft.,6-7 oz.,Round,Orange,Orange,Mild,,,,,,,
1817,First Light,https://njaes.rutgers.edu/tomato-varieties/variety.php?First+Light,,Garden,Hybrid,Early,Normal,Indeterminate,5 ft.,5-7 oz.,Round,Red,Red,Tomato Flavor,"Green shoulders,  firm texture, full flavored?",,,,,,
1818,Valencia,https://njaes.rutgers.edu/tomato-varieties/variety.php?Valencia,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,4 ft.,8-10 oz.,Round,Orange,Orange,Tomato Flavor,Meaty interior with few seeds.,,,,,,
1819,Shady Lady,https://njaes.rutgers.edu/tomato-varieties/variety.php?Shady+Lady,,,Hybrid,Late,Narrow,Determinate,3 ft.,10 oz.,Round,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Alternaria Stem Canker, Tobbacco Mosaic Virus",
1820,Sweet Tangerine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Tangerine,,Heirloom,Hybrid,Mid,Narrow,Determinate,4 ft.,6 oz.,Round,Orange,Orange,Sweet,,,,,,,
1821,Bush Goliath,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bush+Goliath,,Garden,Hybrid,Mid,Narrow,Determinate,5 ft.,3-4 inches,Round,Red,Red,Sweet,Compact plant.,,,,,,
1822,Dafel,https://njaes.rutgers.edu/tomato-varieties/variety.php?Dafel,,,Hybrid,Mid,Narrow,Indeterminate,6 ft.,6-7 oz.,Round,Red,,,,,,,,,
1823,Gulf State Market,https://njaes.rutgers.edu/tomato-varieties/variety.php?Gulf+State+Market,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,6-8 oz.,Round,Deep Pink,Red,,,,,,,,
1824,Nectarine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Nectarine,,Specialty,Open Pollinated,Early,Narrow,Indeterminate,5 ft.,6 oz.,Round,Orange,Orange,,Shiny and actually looks like the tree fruit.,,,,,,
1825,Sunray,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sunray,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,7 oz.,Round,Golden,Golden,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",
1826,Sweet Seedless,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Seedless,,Garden,Hybrid,Mid,Narrow,Indeterminate,5 ft.,8-10 oz.,Round,Red,Red,Sweet,Unique variety with no seeds.,,,,,,
1827,Tangella,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tangella,,,,Early,Narrow,Indeterminate,5 ft.,2-3 oz.,Round,Orange,,,,,,,,,
1828,Trophy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Trophy,,,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,5-7 oz.,Round,Red,Red,Mild,,,"Introduced in 1870 by Colonel George Waring of Newport, RI.",,,,
1829,Razzle Dazzle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Razzle+Dazzle,,,Hybrid,Mid,Normal,Indeterminate,3 ft.,12 oz.,Round,Deep Pink,Deep Pink,,Compact.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",
1830,Chalk's Early Jewel,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chalk's+Early+Jewel,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,6 ft.,4-6 oz.,Round,Red,Red,,"Developed by James Chalk of Norristown, Pennsylvania, introduced in 1910.",,,,,,
1831,Empire,https://njaes.rutgers.edu/tomato-varieties/variety.php?Empire,,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,10 oz.,Round,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Alternaria Stem Canker",
1832,Grandeur,https://njaes.rutgers.edu/tomato-varieties/variety.php?Grandeur,,Garden,Hybrid,Early,Narrow,Indeterminate,4 ft.,9 oz.,Round,Red,Red,,,Japan,,,,,
1833,Fried Green Tomato,https://njaes.rutgers.edu/tomato-varieties/variety.php?Fried+Green+Tomato,,Specialty,Hybrid,Late,Normal,Indeterminate,5 ft.,6 oz.,Round,Green,Green,,,,,,,,
1834,Summer Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Summer+Pink,,Garden,Hybrid,Early,Narrow,,,7 oz.,Round,Pink,Pink,,"A unique color for a hybrid developed for the Northeast, firm, good sugar acid balance?",USA,,,,"Verticillium Wilt, Fusarium Wilt Race 1",
1835,Ultra Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ultra+Pink,,,Hybrid,Mid,Narrow,Semi-Determinate,5 ft.,8 oz.,Round,Pink,Pink,,Firm fruit.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Tobbacco Mosaic Virus",
1836,Tamina,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tamina,,,Hybrid,Early,Potato,Indeterminate,5 ft.,2 oz.,Round,Red,Red,,,,,,,,
1837,Earliana,https://njaes.rutgers.edu/tomato-varieties/variety.php?Earliana,,Heirloom,Open Pollinated,Early,Normal,Indeterminate,6 ft.,4 oz.,Round,Red,Red,,Was first offered commercially in 1900 by Johnson and Stokes.,,,,,,
1838,Jetsonic,https://njaes.rutgers.edu/tomato-varieties/variety.php?Jetsonic,,Garden,Hybrid,Early,Narrow,Indeterminate,5 ft.,7 oz.,Round,Red,Red,,Green shoulders.,,,,,,
