,Unnamed: 0,name,link,comments,Tomato Type,Breed,Season,Leaf Type,Plant Type,Plant Height,Fruit Size,Fruit Shape,Skin Color,Flesh Color,Taste,Comments,Origin,History,Usage,Availability,Disease Resistance,Flaws,Plant Height Unit,Fruit Size Unit
1676,1676,Sophya,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sophya,,Specialty,Hybrid,Mid,Narrow,Indeterminate,5,10,Pear,Red,Red,,Firm flesh.,Italy,,,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",,ft.,oz.
1677,1677,Piriform,https://njaes.rutgers.edu/tomato-varieties/variety.php?Piriform,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,7,10-16,Pear,Bi-color,Red,,"Has ribbed green shoulders, juicy sweet flavor?",Italy,,,,,,ft.,oz.
1678,1678,Yellow Bell,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Bell,,Heirloom,Open Pollinated,Early,Normal,Indeterminate,6,6,Pear,Yellow,Yellow,,,,,,,,,ft.,oz.
1679,1679,Baby Bottle Red Pear,https://njaes.rutgers.edu/tomato-varieties/variety.php?Baby+Bottle+Red+Pear,,,Hybrid,Mid,,Indeterminate,,,Pear,Red,Red,,,,,,,,,,
1680,1680,Riviera,https://njaes.rutgers.edu/tomato-varieties/variety.php?Riviera,,Specialty,Hybrid,Mid,Normal,Indeterminate,5,8,Pear,Red,Red,,,,,,,,,ft.,oz.
1681,1681,Pink Accordion,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Accordion,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,6,Pear,Pink,Pink,Tomato Flavor,Ruffled like an accordion and semi-hollow.,,,,,,,ft.,oz.
1682,1682,Midnight Pear,https://njaes.rutgers.edu/tomato-varieties/variety.php?Midnight+Pear,,Garden,Open Pollinated,Early,Normal,Indeterminate,5,0.25,Pear,Purple,Purple,,"Purple pear shaped tomato, outstanding flavor",USA,,,,,,ft.,oz.
1683,1683,Chocolate Pear (3),https://njaes.rutgers.edu/tomato-varieties/variety.php?Chocolate+Pear+(3),,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,2,Pear,Bi-color,Red,,"Red, brown, green skin, rich tomato flavor, perfect for snacking",,,,,,,ft.,oz.
1684,1684,Grinch Dwarf,https://njaes.rutgers.edu/tomato-varieties/variety.php?Grinch+Dwarf,,Garden,Open Pollinated,Early,Potato,Determinate,4,2,Pear,Green,Green,,"Dwarf variety suited to containers, sweet delicious flavor?",USA,,,,,,ft.,oz.
1685,1685,Moonshadow,https://njaes.rutgers.edu/tomato-varieties/variety.php?Moonshadow,,Garden,Open Pollinated,Mid,Normal,Indeterminate,8,0.5,Pear,Purple,Purple,,"High yielding plants produce multitudes of gorgeous, black grape tomatoes with irresistible flavor?",USA,,,,,,ft.,oz.
1686,1686,Moonbeam,https://njaes.rutgers.edu/tomato-varieties/variety.php?Moonbeam,,Garden,Open Pollinated,Mid,Normal,Indeterminate,8,0.5,Pear,Yellow,Yellow,,Stunningly unique and packed with a tasty punch of unbeatable flavor?,USA,,,,,,ft.,oz.
1687,1687,Queen Aliquippa,https://njaes.rutgers.edu/tomato-varieties/variety.php?Queen+Aliquippa,,Garden,Open Pollinated,Mid,Potato,Indeterminate,5,5,Pear,Green,Green,,"Well balanced, sweet and fruity",USA,,,,,,ft.,oz.
1688,1688,Orange Banana,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Banana,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,6,6,Plum,Orange,Orange,,,,,,,,,ft.,oz.
1689,1689,Rio Grande,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rio+Grande,,,Open Pollinated,Late,,Indeterminate,3,8,Plum,Red,Red,,,,,,,,,ft.,oz.
1690,1690,Porter,https://njaes.rutgers.edu/tomato-varieties/variety.php?Porter,,Specialty,Open Pollinated,Mid,Narrow,Indeterminate,7,2,Plum,Deep Pink,Deep Pink,,Tender skin good for canning and juicing.,,,Fresh,Commercial,,,ft.,oz.
1691,1691,Enchantment,https://njaes.rutgers.edu/tomato-varieties/variety.php?Enchantment,,Garden,Hybrid,Early,Narrow,Indeterminate,5,3,Plum,Red,Red,,Firm flesh.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes",,ft.,oz.
1692,1692,Health Kick,https://njaes.rutgers.edu/tomato-varieties/variety.php?Health+Kick,,,Hybrid,Mid,Narrow,Determinate,4,6,Plum,Red,Red,,50% more lycopene.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Alternaria Stem Canker",,ft.,oz.
1693,1693,Amish Paste,https://njaes.rutgers.edu/tomato-varieties/variety.php?Amish+Paste,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,5,1.3,Plum,Pink,Pink,Sweet,"Somewhat sweet, can be bland, mealy.",USA,Saved by the Amish.,Fresh,Commercial,,"Cracks, Uneven Ripening",ft.,oz.
1694,1694,Black Plum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Plum,,Specialty,Open Pollinated,Late,Normal,Indeterminate,8,2,Plum,Black,Black,,Sweet and fruity.,,,,,,,ft.,oz.
1695,1695,Debaro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Debaro,,Heirloom,Open Pollinated,,Narrow,Indeterminate,,,Plum,Red,Red,,Crack free?  Meaty not much juice?,,,"Fresh, Paste","Seed Exchange, Commercial",,,,
1696,1696,Martino's Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Martino's+Roma,,Garden,Hybrid,Late,Normal,Determinate,5,3,Plum,Red,Red,,Italian heirloom.,Italy,,,,,,ft.,oz.
1697,1697,Tip-Top,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tip-Top,,,,Late,Narrow,Determinate,2,3,Plum,Red,,,"Doesn't crack, pointed tip.",,,,,,,ft.,oz.
1698,1698,Plum Crimson,https://njaes.rutgers.edu/tomato-varieties/variety.php?Plum+Crimson,,Commercial,Hybrid,Mid,Narrow,Determinate,3,4,Plum,Red,Red,,Plum type popular with local farmers.,,,"Fresh, Paste",Commercial,,,ft.,oz.
1699,1699,Old Ivory Egg,https://njaes.rutgers.edu/tomato-varieties/variety.php?Old+Ivory+Egg,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,6,5,Plum,White,White,,Fruit has size shape and color of a chicken's egg.  Creamy yellow when ripe. Mild sweet flavor?,,,"Fresh, Paste","Seed Exchange, Commercial",,,ft.,oz.
1700,1700,Mariana,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mariana,,Commercial,Hybrid,Mid,Normal,Determinate,3,5,Plum,Red,Red,,A large Roma type.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes",,ft.,oz.
1701,1701,Golden Sunshine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+Sunshine,,Specialty,Open Pollinated,Mid,Narrow,Indeterminate,6,0.4,Plum,Orange,,,,,,,,,,ft.,oz.
1702,1702,Halley 3155,https://njaes.rutgers.edu/tomato-varieties/variety.php?Halley+3155,,Commercial,Hybrid,Mid,Narrow,Determinate,3,4,Plum,Red,Red,,"Little seeds or juice, solid.",,,Paste,,,,ft.,oz.
1703,1703,Lunch Box,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lunch+Box,,Specialty,Hybrid,Mid,Normal,Determinate,3,3,Plum,Red,,,"Very compact, egg size.",,,,,,,ft.,oz.
1704,1704,Mama Leone,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mama+Leone,,,Open Pollinated,Late,Narrow,Indeterminate,6,6,Plum,Red,Red,,"Meaty fruit, few seeds.",Italy,,,,,,ft.,oz.
1705,1705,Viva Italia,https://njaes.rutgers.edu/tomato-varieties/variety.php?Viva+Italia,,,Hybrid,Mid,Narrow,,4,3,Plum,Red,,Sweet,High-sugar fruit.,,,,,,,ft.,oz.
1706,1706,Miroma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Miroma,,,Hybrid,Mid,Narrow,Determinate,3,5,Plum,Red,Red,,,,,,,,,ft.,oz.
1707,1707,Olivade,https://njaes.rutgers.edu/tomato-varieties/variety.php?Olivade,,Specialty,Hybrid,Mid,Narrow,Indeterminate,4,3,Plum,Red,Red,,,,,,,,,ft.,3-1/2 oz.
1708,1708,Pony Express,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pony+Express,,Specialty,Hybrid,Very Early,Narrow,Determinate,3,6,Plum,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1",,ft.,oz.
1709,1709,Sheboygan,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sheboygan,,,Open Pollinated,Late,Narrow,Indeterminate,6,4-6,Plum,Pink,,,,,Grown by Lithiuanian immigrants in Sheboygan WI.,Paste,,,,ft.,oz.
1710,1710,Picus,https://njaes.rutgers.edu/tomato-varieties/variety.php?Picus,,,Hybrid,Mid,Narrow,Determinate,4,4,Plum,Red,Red,,,,,,,,,ft.,oz.
1711,1711,Casa del Sol,https://njaes.rutgers.edu/tomato-varieties/variety.php?Casa+del+Sol,,,Hybrid,Mid,Narrow,Determinate,3,6,Plum,Red,,,,,,,,,,ft.,oz.
1712,1712,Fresh Salsa,https://njaes.rutgers.edu/tomato-varieties/variety.php?Fresh+Salsa,,,Open Pollinated,Mid,Narrow,Determinate,4,4-5,Plum,Red,,,,,,,,,,ft.,oz.
1713,1713,Golden Mama,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+Mama,,,Hybrid,Mid,Normal,Indeterminate,3,4-5,Plum,Yellow,Yellow,,Compact plant.,,,,,,,ft.,oz.
1714,1714,Golden San Marzano,https://njaes.rutgers.edu/tomato-varieties/variety.php?Golden+San+Marzano,,,Hybrid,Late,Narrow,Determinate,3,4,Plum,Yellow,Golden,,,,,,,,,ft.,oz.
1715,1715,Plum Regal,https://njaes.rutgers.edu/tomato-varieties/variety.php?Plum+Regal,,Commercial,Hybrid,Late,Normal,Determinate,4,6,Plum,Red,Red,,Tolerant to early & late blight.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Tobbacco Mosaic Virus",,ft.,oz.
1716,1716,Serrat,https://njaes.rutgers.edu/tomato-varieties/variety.php?Serrat,,Specialty,Hybrid,Early,Normal,Indeterminate,6,4,Plum,Red,Red,,,,,,,"Verticillium Wilt, Tobbacco Mosaic Virus",,ft.,oz.
1717,1717,Bellestar,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bellestar,,Commercial,Open Pollinated,Late,Normal,Determinate,3,4,Plum,Red,Red,,Square-round red fruits are jointless.,,"Developed by Dr. Jack Metcalf, Smithfield Experiment Farm, Ontario, Canada.",,,,,ft.,oz.
1718,1718,Grandero Plum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Grandero+Plum,,Commercial,Hybrid,Mid,Normal,Indeterminate,5,4,Plum,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Tobbacco Mosaic Virus",,ft.,oz.
1719,1719,BHN 901,https://njaes.rutgers.edu/tomato-varieties/variety.php?BHN+901,,Commercial,Hybrid,Mid,Normal,Determinate,4,6,Plum,Yellow,Yellow,,,,,,,,,ft.,oz.
1720,1720,Margherita,https://njaes.rutgers.edu/tomato-varieties/variety.php?Margherita,,Garden,Hybrid,Mid,Normal,Determinate,3,3,Plum,Red,Red,,,,,,,,,ft.,oz.
1721,1721,Maya,https://njaes.rutgers.edu/tomato-varieties/variety.php?Maya,,Commercial,Hybrid,Mid,Normal,Determinate,4,2.6-3,Plum,Red,Red,,,,,,,,,ft.,oz.
1722,1722,Roman Candle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Roman+Candle,,Garden,Open Pollinated,Late,Normal,Indeterminate,8,5,Plum,Yellow,White,,,,Originated as a sport from John Swenson’s beautiful Speckled Roman.,,,,,ft.,oz.
1723,1723,Blush,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blush,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6,1,Plum,Bi-color,Bi-color,,,,,,,,,ft.,oz.
1724,1724,Cacady's Folly,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cacady's+Folly,,Heirloom,Open Pollinated,Late,Normal,Determinate,4,5,Plum,Bi-color,Bi-color,,Orange fruit with red stripes.,,,,,,,ft.,oz.
1725,1725,Lizziebelle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lizziebelle,,Garden,Hybrid,Mid,Normal,Indeterminate,6,0.85,Plum,Orange,Orange,,Baby plum,,,,,,,ft.,oz.
1726,1726,SuperSauce,https://njaes.rutgers.edu/tomato-varieties/variety.php?SuperSauce,,,Hybrid,Late,,Indeterminate,4,12,Plum,Red,Red,,,,,,,,,ft.,oz.
1727,1727,Black Icicle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Icicle,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,7,4,Plum,Black,Red,,,,,,,,,ft.,oz.
1728,1728,Mint Julep (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Mint+Julep+(1),,Specialty,Open Pollinated,Mid,Normal,Indeterminate,6,6,Plum,Bi-color,Green,,Green fruit with yellow stripes.,,,,,,,ft.,oz.
1729,1729,Striped Roman,https://njaes.rutgers.edu/tomato-varieties/variety.php?Striped+Roman,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,6,4,Plum,Bi-color,Orange,,,,,,,,,ft.,oz.
1730,1730,Supremo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Supremo,,Garden,Hybrid,Mid,Normal,Determinate,3,8,Plum,Red,Red,,,,,,,,,ft.,oz.
1731,1731,Umberto,https://njaes.rutgers.edu/tomato-varieties/variety.php?Umberto,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,2,Plum,Pink,Pink,,,,,,,,,ft.,oz.
1732,1732,Orange Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Roma,,,Open Pollinated,Late,,Indeterminate,6,6,Plum,Orange,Orange,,Nearly seedless.,,,,,,,ft.,oz.
1733,1733,Sweet Aroma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Aroma,,,Hybrid,Mid,,Indeterminate,5,4,Plum,Red,Red,,,,,,,,,ft.,oz.
1734,1734,Chile Verde,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chile+Verde,,,Open Pollinated,Late,,Indeterminate,6,6,Plum,Green,Green,,Developed by Tom Wagner. Unique chili pepper shape.,,,,,,,ft.,oz.
1735,1735,Firecracker,https://njaes.rutgers.edu/tomato-varieties/variety.php?Firecracker,,,Hybrid,Early,,Determinate,4,2,Plum,Bi-color,Bi-color,,Red with orange streaks.,,,,,,,ft.,oz.
1736,1736,Marzinera,https://njaes.rutgers.edu/tomato-varieties/variety.php?Marzinera,,,Open Pollinated,Mid,,Indeterminate,5,3,Plum,Red,Red,,A cross betweeen 'San Marzano' and 'Cream Sauage'.,,,,,,,ft.,oz.
1737,1737,Ten Fingers of Naples,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ten+Fingers+of+Naples,,,Open Pollinated,Mid,,Determinate,5,3,Plum,Red,Red,,Fruit produced in long trusses with a finger-like appearance.,,From Naples Italy.,,,,,ft.,oz.
1738,1738,Ukrainian Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ukrainian+Purple,,,Open Pollinated,Late,,Indeterminate,6,6,Plum,Purple,Purple,,Fruit 3 to 4 inches.,,,,,,,ft.,oz.
1739,1739,Daytona (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Daytona+(1),,Garden,Hybrid,Mid,Normal,Determinate,3,4,Plum,Red,Red,Tomato Flavor,VFT.,,,,,,,ft.,oz.
1740,1740,Garden Gem,https://njaes.rutgers.edu/tomato-varieties/variety.php?Garden+Gem,,Garden,Hybrid,Mid,Normal,Semi-Determinate,4,2,Plum,Red,Red,Tomato Flavor,Developed by U. of Fla for flavor.,USA,,,,,,ft.,oz.
1741,1741,Sunrise Sauce,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sunrise+Sauce,,Garden,Hybrid,Early,Normal,Determinate,3,3,Plum,Orange,Orange,Tomato Flavor,Compact plants.,,,,,,,ft.,oz.
1742,1742,Andiamo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Andiamo,,Heirloom,Open Pollinated,Very Early,Normal,Indeterminate,5,6,Plum,Red,Red,,Fruit elongated San Marzano type.,Italy,,,,,,ft.,oz.
1743,1743,Blue Beech,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blue+Beech,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,10,Plum,Red,Red,,Well adapted to cold climates.,Italy,,,,,,ft.,oz.
1744,1744,Hybrid 46,https://njaes.rutgers.edu/tomato-varieties/variety.php?Hybrid+46,,Commercial,Hybrid,Mid,Normal,Determinate,4,6,Plum,Red,Red,,"Good for paste, sauce. VFFT.",,,,,,,ft.,oz.
1745,1745,Orange Icicle,https://njaes.rutgers.edu/tomato-varieties/variety.php?Orange+Icicle,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,6,Plum,Orange,Orange,,Citrus overtones.,Ukraine,,,,,,ft.,oz.
1746,1746,Red Plum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Plum,,Garden,Open Pollinated,Mid,Normal,Indeterminate,5,1,Plum,Red,Red,,Large harvest of small plum shaped fruit,,,,,,,ft.,oz.
1747,1747,Zenzei,https://njaes.rutgers.edu/tomato-varieties/variety.php?Zenzei,,Garden,Hybrid,Mid,Normal,Indeterminate,6,5,Plum,Red,Red,,2023 AAS winner,,,,,,,ft.,oz.
1748,1748,Vivacious,https://njaes.rutgers.edu/tomato-varieties/variety.php?Vivacious,,Garden,Hybrid,Mid,Normal,Indeterminate,5,4,Plum,Orange,Orange,,Balanced flavor and high level of beta-carotene,,,,,,,ft.,oz.
1749,1749,Cabo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cabo,,Garden,Hybrid,Mid,Normal,Indeterminate,6,4,Plum,Red,Red,,Flavorful and prolific,,,,,,,ft.,oz.
1750,1750,Cedro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cedro,,Garden,Hybrid,Mid,Normal,Indeterminate,7,6,Plum,Red,Red,,"Heat tolerant, F",,,,,,,ft.,oz.
1751,1751,Sweet Golden Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Golden+Roma,,Garden,Hybrid,Mid,Normal,Determinate,4,4,Plum,Yellow,Yellow,,"Productive and tasty, VF",,,,,,,ft.,oz.
1752,1752,Shelby,https://njaes.rutgers.edu/tomato-varieties/variety.php?Shelby,,Commercial,Hybrid,Mid,Normal,Determinate,4,5,Plum,Red,Red,,"Classic plum shape, high yield and firm",,,,,,,ft.,oz.
1753,1753,Cipolla's Pride,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cipolla's+Pride,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,13,Plum,Red,Red,,Flavorful and meaty paste tomatoes,Sicily,,,,,,ft.,oz.
1754,1754,Black Zebra,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Zebra,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6,4,Round,Black,Black,,Cross between a black variey and 'Green Zebra'.,,,,,,,ft.,oz.
1755,1755,Aunt Gertie's Gold,https://njaes.rutgers.edu/tomato-varieties/variety.php?Aunt+Gertie's+Gold,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,16,Round,Yellow,Yellow,,Fruity sweet flavor?,,,Fresh,Commercial,,,ft.,oz.
1756,1756,Homestead,https://njaes.rutgers.edu/tomato-varieties/variety.php?Homestead,,Heirloom,Open Pollinated,Late,Narrow,Semi-Determinate,4,8,Round,Red,Red,,,USA,Developed in 1950's for Florida growers.,,,,,ft.,oz.
1757,1757,Dorothy's Green,https://njaes.rutgers.edu/tomato-varieties/variety.php?Dorothy's+Green,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,8,Round,Green,Green,,Ripens with an orange blush.,,,,,,,ft.,oz.
1758,1758,Russian Rose,https://njaes.rutgers.edu/tomato-varieties/variety.php?Russian+Rose,,,Open Pollinated,Mid,Narrow,Indeterminate,6,12,Round,Rose,Rose,,A Russian heirloom.,,,,,,,ft.,oz.
1759,1759,Tiger Like,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiger+Like,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,5,3,Round,Bi-color,Bi-color,,Red skin with yellow green stripes.,,,,,,,ft.,oz.
1760,1760,Arkansas Traveler,https://njaes.rutgers.edu/tomato-varieties/variety.php?Arkansas+Traveler,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,6,Round,Red,Red,,,USA,Bred by U. of Arkansas in 1968.,,Commercial,,,ft.,oz.
1761,1761,Black Prince,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Prince,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,6,Round,Black,Black,,,,,,,,,ft.,oz.
1762,1762,Bloody Butcher,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bloody+Butcher,,Specialty,Open Pollinated,Mid,Potato,Indeterminate,5,8,Round,Red,Red,,,,,,,,,ft.,oz.
1763,1763,Bulgarian #7,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+#7,No information; ,,,,,,,,,,,,,,,,,,,,
1764,1764,Bulgarian Triumph,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+Triumph,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,3,Round,Red,Red,,Fruit in clusters.,Bulgaria,,,,,,ft.,oz.
1765,1765,Caro Rich,https://njaes.rutgers.edu/tomato-varieties/variety.php?Caro+Rich,,Heirloom,Open Pollinated,Mid,Narrow,Determinate,4,8,Round,Orange,Orange,,Very high in beta-carotene.,,,Fresh,Commercial,,,ft.,oz.
1766,1766,Pink Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Peach,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,8,2,Round,Pink,Pink,,Unique fuzzy fruit.  Tends to be soft when ripe.  Sweet tomato flavor.,,Donated by a local farmer.,Fresh,Seed Exchange,,,ft.,oz.
1767,1767,Eva Purple Ball,https://njaes.rutgers.edu/tomato-varieties/variety.php?Eva+Purple+Ball,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,5,8,Round,Deep Pink,Deep Pink,,Very few blemishes on fruit.,Germany,Said to be from Black Forest.,Fresh,Commercial,,,ft.,oz.
1768,1768,Garden Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Garden+Peach,,Heirloom,Open Pollinated,Late,Fuzzy,Indeterminate,6,2,Round,Yellow,White,,Interesting fuzzy leaves and fruit.  Fruity flavor.,,,,Commercial,,,ft.,oz.
1769,1769,Green Zebra,https://njaes.rutgers.edu/tomato-varieties/variety.php?Green+Zebra,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,5,2-4,Round,Green,Green,,Very productive.  Few blemishes.  Recommended to market farmers.,,,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
1770,1770,Mr. Stripey,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mr.+Stripey,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,14,Round,Bi-color,Yellow,,Tangy flavor?,England,,,,,,ft.,oz.
1771,1771,Pruden's Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pruden's+Purple,,,,Mid,Potato,Indeterminate,7,10,Round,Deep Pink,,,Like Brandywine but earlier.,,,,,,,ft.,- 16 oz.
1772,1772,St. Pierre,https://njaes.rutgers.edu/tomato-varieties/variety.php?St.+Pierre,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,3,8,Round,Red,Red,,Deep red.,Italy,,,,,,ft.,oz.
1773,1773,Sioux,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sioux,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,4,8,Round,Red,,,,,Released by U. of Nebraska in 1944.,,,,,ft.,oz.
1774,1774,Yellow Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Peach,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,7,2,Round,Yellow,Yellow,,,,,,,,,ft.,oz.
1775,1775,Early Girl,https://njaes.rutgers.edu/tomato-varieties/variety.php?Early+Girl,,Garden,Hybrid,Early,Narrow,Indeterminate,6,4,Round,Red,Red,,Early favorite of many gardeners.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",,ft.,oz.
1776,1776,Jaune Flamme,https://njaes.rutgers.edu/tomato-varieties/variety.php?Jaune+Flamme,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,3,Round,Orange,Orange,Fruity,Fruity floral flavor.,France,,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
1777,1777,Lemon Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lemon+Boy,,Commercial,Hybrid,Late,Normal,Indeterminate,5,6-7,Round,Yellow,Yellow,Mild,Mild Sweet yet tangy?  A very popular yellow variety.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes",,ft.,oz.
1778,1778,Momotaro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Momotaro,,Garden,Hybrid,Late,Narrow,Indeterminate,5,6,Round,Pink,Pink,,Sweet flavor.  Popular in Japan.,Japan,,,,,,ft.,oz.
1779,1779,Nyagous,https://njaes.rutgers.edu/tomato-varieties/variety.php?Nyagous,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,6,Round,Black,Black,,Fruit borne in clusters.,,,,,,,ft.,oz.
1780,1780,Red Zebra,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Zebra,,Specialty,Open Pollinated,Early,Narrow,Indeterminate,6,4,Round,Bi-color,Bi-color,,Sweet flavor? Red fruit with gold stripes.,,,Fresh,Seed Exchange,,,ft.,oz.
1781,1781,Tiger Tom,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiger+Tom,,Heirloom,Open Pollinated,Early,Narrow,Indeterminate,,3,Round,Bi-color,Red,Acid,Tart acid flavor.  Compact plants?,,From Ben Quisenberry.,Fresh,"Seed Exchange, Commercial",,,,oz.
